,Title,Location,Company,Salary,Synopsis
388,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
389,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
390,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
391,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
392,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
393,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
394,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            At Bytecubed, the data science team mostly does data wrangling, natural language processing, and machine learning...."
395,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas...."
396,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
397,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization...."
398,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....
399,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques...."
400,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using..."
401,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics...."
402,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            Are you interested in applying your strong quantitative analysis and big data skills to world-changing problems? Experience with big data:....
403,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
404,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
405,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
406,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
407,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
408,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
409,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            At Bytecubed, the data science team mostly does data wrangling, natural language processing, and machine learning...."
410,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas...."
411,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
412,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization...."
413,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....
414,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques...."
415,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using..."
416,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics...."
417,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            Are you interested in applying your strong quantitative analysis and big data skills to world-changing problems? Experience with big data:....
418,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
419,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
420,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
421,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
422,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
423,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
424,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            At Bytecubed, the data science team mostly does data wrangling, natural language processing, and machine learning...."
425,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas...."
426,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
427,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization...."
428,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....
429,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques...."
430,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using..."
431,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics...."
432,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            Are you interested in applying your strong quantitative analysis and big data skills to world-changing problems? Experience with big data:....
433,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
434,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
435,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
436,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
437,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
438,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
439,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
440,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
441,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            At Bytecubed, the data science team mostly does data wrangling, natural language processing, and machine learning...."
442,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas...."
443,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
444,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization...."
445,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....
446,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques...."
447,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using..."
448,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics...."
449,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            Are you interested in applying your strong quantitative analysis and big data skills to world-changing problems? Experience with big data:....
450,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
451,Senior Data Scientist,None,"        American Nurses Association, Inc",None,"Data management and visualization. Program for advanced statistical analyses using software programs (e.g., SAS, SPSS, Winsteps, R, SQL)...."
452,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
453,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
454,Data Analytics Specialist,None,        PCAOB,None,                            PCAOB oversees the audit of public companies and SEC registered brokers and dealers in order to protect investors and further public interest in the...
455,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","                            Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
456,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            Additionally, please briefly describe one or two projects or products you’ve worked on recently for work, fun, or any other reason."
457,Data Scientist,"Washington, DC",        Optoro,None,"            Develop statistical models via supervised and unsupervised machine learning, statistical analysis, and other predictive modeling techniques that address..."
458,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,"            Apply complex analysis of data in support of mission problems, with expertise in problem solving, scripting in multiple languages, as well as the creation..."
459,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            Collaborate with business owners, gather requirement, determine the best fitting method of analysis, translate and articulate analytical results, make..."
460,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,"            Identify, retrieve, manipulate, relate and exploit multiple TransVoyant structured and unstructured data sets from thousands of various sources (ex. tweets..."
461,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques"
462,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            It is anticipated that the Data Scientist will support the launch and use of the final annual iteration of its current early warning tools and data, help..."
463,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            To build statistical models, test hypotheses, interpret, summarize, visualize, and succinctly report on data holdings in a fast paced environment."
464,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            The qualified candidate will have a proven history of driving critical research and development through modeling and machine-learning methods in developing...
465,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,            The Jr. Behavioral Research Scientist will work with the Principle Investigator to plan and execute phases of behavioral science research projects (i.e...
466,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,                            Assist with performing operating system and software upgrades on Linux and Mac OS servers and desktop computers.
467,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour",                            Data Scientists clearly communicate their conclusions to a diverse audience and develop technical expertise via hands-on experience and continuous learning...
468,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            You will employ your mathematical science, computer science, and quantitative analysis skills to ensure solutions to complex data problems and take full..."
469,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
470,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
471,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
472,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
473,Data Scientist,"Arlington, VA 22202 (Aurora Highlands area)",        ByteCubed,None,"            At Bytecubed, the data science team mostly does data wrangling, natural language processing, and machine learning...."
474,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas...."
475,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
476,Data Scientist​,"Chantilly, VA",        VivusTech,None,"            SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization...."
477,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....
478,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques...."
479,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using..."
480,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics...."
481,Data Scientist,"Annapolis Junction, MD 20701",        Red Alpha,None,            Are you interested in applying your strong quantitative analysis and big data skills to world-changing problems? Experience with big data:....
482,Junior Behavioral Scientist,"Adelphi, MD",        ICF,None,"            Hands-on experience managing big data analytics research and engineering projects. Oversee data collection logistics, including staffing and timelines of all..."
483,Senior Data Scientist,None,"        American Nurses Association, Inc",None,"Data management and visualization. Program for advanced statistical analyses using software programs (e.g., SAS, SPSS, Winsteps, R, SQL)...."
484,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
485,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
486,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
487,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
488,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
489,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
490,Data Scientist,"Arlington, VA",        AvalonBay Communities,None,            Experience in building production-level machine learning and predictive analytics models along with data pipelines....
491,Data Scientist,"Washington, DC 20001 (Shaw area)",        General Electric,None,"            Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics...."
492,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
493,Data Scientist [Remote],"Gaithersburg, MD",        MRP,"
                $80 - $120 an hour",            Area is seeking a Data Scientist and energetic team member with a desire to innovate and impact change through next level insights and through using modern...
494,Data Scientist,"Washington, DC 20011 (Catholic University-Brookland area)",        Azimuth Corporation,None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
495,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
496,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
497,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
498,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
499,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
500,Senior Data Scientist,None,"        American Nurses Association, Inc",None,"Data management and visualization. Program for advanced statistical analyses using software programs (e.g., SAS, SPSS, Winsteps, R, SQL)...."
501,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
502,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
503,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
504,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
505,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
506,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
507,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
508,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
509,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
510,Visual Data Specialist,"Derwood, MD 20855","        Intelligent Automation, Inc.",None,"            The successful candidate will join a team of computer vision scientists and engineers to participate in rewarding R&D process for image and video analysis,..."
511,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
512,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
513,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
514,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
515,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
516,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
517,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
518,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
519,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
520,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
521,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
522,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
523,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
524,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
525,Visual Data Specialist,"Derwood, MD 20855","        Intelligent Automation, Inc.",None,"            The successful candidate will join a team of computer vision scientists and engineers to participate in rewarding R&D process for image and video analysis,..."
526,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
527,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
528,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
529,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
530,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
531,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
532,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
533,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
534,research data analyst/statistician,"Washington, DC",        Outreach Process Partners,None,"            Seeking Data Analyst/Statistician with 3+ years of experience in data analysis and research. Experience with custom dashboards using R, Tableau and similar..."
535,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
536,Data Scientist,"Laurel, MD",        Johns Hopkins Applied Physics Laboratory (APL),None,"            The Johns Hopkins University Applied Physics Laboratory (APL), a national leader in scientific research and development, is located midway between Baltimore and..."
537,Data Scientist,"Washington, DC",        ANALYTICA,None,"            Analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management..."
538,HP032 Data Technician,"Greenbelt, MD 20771","        ADNET Systems, Inc.",None,"            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
539,Data Scientist III,"Washington, DC 20340",        Carney,None,Data Scientist III. The Data Scientist will provide hands on advanced data analytics and project management as well as apply innovative techniques to large...
540,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
541,"Associate, Data Scientist","Washington, DC 20001 (Shaw area)",        KPMG,None,            Minimum of two years of prior experience working in teams of data & analytics professionals to deliver on business-driven analytics projects using natural...
542,Data Analytics Specialist,"Washington, DC",        PCAOB,None,"            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
543,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
544,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
545,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
546,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
547,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
548,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
549,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
550,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
551,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
552,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
553,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
554,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
555,Visual Data Specialist,"Derwood, MD 20855","        Intelligent Automation, Inc.",None,"            The successful candidate will join a team of computer vision scientists and engineers to participate in rewarding R&D process for image and video analysis,..."
556,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
